Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A
11/01/2025,Torino,Juventus,D,5.0,3.2,1.8
11/01/2025,Milan,Cagliari,D,1.33,5.0,9.5
12/01/2025,Genoa,Parma,H,1.91,3.5,4.0
12/01/2025,Venezia,Inter,A,11.0,5.25,1.29
12/01/2025,Bologna,Roma,D,2.8,3.2,2.6
12/01/2025,Napoli,Verona,H,1.25,5.5,13.0
13/01/2025,Monza,Fiorentina,H,4.2,3.5,1.85
14/01/2025,Como,Milan,A,4.2,3.5,1.9
14/01/2025,Atalanta,Juventus,D,2.1,3.25,3.7
15/01/2025,Inter,Bologna,D,1.48,4.2,7.0
17/01/2025,Roma,Genoa,H,1.5,4.1,6.5
18/01/2025,Bologna,Monza,H,1.6,3.75,6.0
18/01/2025,Juventus,Milan,H,2.15,3.3,3.4
18/01/2025,Atalanta,Napoli,A,2.25,3.25,3.25
19/01/2025,Fiorentina,Torino,D,1.73,3.4,5.5
19/01/2025,Cagliari,Lecce,H,1.95,3.3,4.1
19/01/2025,Parma,Venezia,D,2.15,3.7,3.1
19/01/2025,Verona,Lazio,A,5.0,3.5,1.75
19/01/2025,Inter,Empoli,H,1.25,5.75,13.0
20/01/2025,Como,Udinese,H,2.15,3.4,3.4
24/01/2025,Torino,Cagliari,H,2.2,3.2,3.6
25/01/2025,Como,Atalanta,A,4.2,3.6,1.85
25/01/2025,Napoli,Juventus,H,2.15,3.1,3.8
25/01/2025,Empoli,Bologna,D,3.8,3.3,2.0
26/01/2025,Milan,Parma,H,1.3,6.0,8.5
26/01/2025,Udinese,Roma,A,3.3,3.3,2.25
26/01/2025,Lecce,Inter,A,9.5,5.25,1.33
26/01/2025,Lazio,Fiorentina,A,2.0,3.5,3.8
27/01/2025,Venezia,Verona,D,2.15,3.5,3.25
27/01/2025,Genoa,Monza,H,2.25,3.0,3.6
31/01/2025,Parma,Lecce,A,2.15,3.4,3.5
01/02/2025,Monza,Verona,A,2.3,3.0,3.5
01/02/2025,Udinese,Venezia,H,1.83,3.4,4.5
01/02/2025,Atalanta,Torino,D,1.42,4.5,7.5
01/02/2025,Bologna,Como,H,1.9,3.5,4.2
02/02/2025,Juventus,Empoli,H,1.36,4.75,9.0
02/02/2025,Fiorentina,Genoa,H,1.65,3.9,5.25
02/02/2025,Milan,Inter,D,4.0,3.5,1.91
02/02/2025,Roma,Napoli,D,3.1,3.2,2.38
03/02/2025,Cagliari,Lazio,A,3.9,3.4,2.0
06/02/2025,Fiorentina,Inter,H,3.6,3.5,2.05
07/02/2025,Como,Juventus,A,3.7,3.4,2.05
08/02/2025,Verona,Atalanta,A,6.25,4.1,1.53
08/02/2025,Empoli,Milan,A,5.5,3.8,1.65
08/02/2025,Torino,Genoa,D,2.2,3.1,3.6
09/02/2025,Venezia,Roma,A,5.0,3.7,1.73
09/02/2025,Cagliari,Parma,H,1.85,3.6,4.1
09/02/2025,Lazio,Monza,H,1.38,4.75,8.5
09/02/2025,Lecce,Bologna,D,4.2,3.5,1.91
09/02/2025,Napoli,Udinese,D,1.44,4.5,7.5
10/02/2025,Inter,Fiorentina,H,1.48,4.75,6.5
14/02/2025,Bologna,Torino,H,1.8,3.4,5.0
15/02/2025,Atalanta,Cagliari,D,1.44,4.75,6.5
15/02/2025,Lazio,Napoli,D,2.63,3.2,2.8
15/02/2025,Milan,Verona,H,1.33,4.75,9.5
16/02/2025,Fiorentina,Como,A,2.0,3.5,3.75
16/02/2025,Monza,Lecce,D,2.7,3.2,2.7
16/02/2025,Udinese,Empoli,H,1.8,3.5,4.75
16/02/2025,Parma,Roma,A,3.6,3.5,2.05
16/02/2025,Juventus,Inter,H,3.4,3.2,2.25
17/02/2025,Genoa,Venezia,H,1.85,3.4,4.5
21/02/2025,Lecce,Udinese,A,3.0,3.0,2.6
22/02/2025,Parma,Bologna,H,4.0,3.5,1.91
22/02/2025,Venezia,Lazio,D,5.0,4.0,1.67
22/02/2025,Torino,Milan,H,3.9,3.3,2.0
22/02/2025,Inter,Genoa,H,1.27,5.25,13.0
23/02/2025,Como,Napoli,H,3.6,3.0,2.25
23/02/2025,Verona,Fiorentina,H,4.33,3.4,1.9
23/02/2025,Empoli,Atalanta,A,6.25,3.9,1.57
23/02/2025,Cagliari,Juventus,A,4.1,3.5,1.9
24/02/2025,Roma,Monza,H,1.33,4.75,11.0
27/02/2025,Bologna,Milan,H,2.88,3.3,2.5
28/02/2025,Fiorentina,Lecce,H,1.75,3.4,5.0
01/03/2025,Atalanta,Venezia,D,1.2,6.5,15.0
01/03/2025,Napoli,Inter,D,3.1,3.2,2.38
01/03/2025,Udinese,Parma,H,1.8,3.6,4.5
02/03/2025,Monza,Torino,A,4.1,3.3,1.95
02/03/2025,Bologna,Cagliari,H,1.57,3.75,6.5
02/03/2025,Genoa,Empoli,D,1.91,3.1,4.75
02/03/2025,Roma,Como,H,1.87,3.6,4.0
02/03/2025,Milan,Lazio,A,2.05,3.6,3.5
03/03/2025,Juventus,Verona,H,1.3,5.0,12.0
07/03/2025,Cagliari,Genoa,D,2.45,3.0,3.2
08/03/2025,Como,Venezia,D,1.57,3.8,6.5
08/03/2025,Parma,Torino,D,3.0,3.25,2.4
08/03/2025,Lecce,Milan,A,4.75,3.6,1.75
08/03/2025,Inter,Monza,H,1.14,7.0,21.0
09/03/2025,Verona,Bologna,A,5.25,3.3,1.75
09/03/2025,Napoli,Fiorentina,H,1.55,4.0,6.25
09/03/2025,Empoli,Roma,A,3.9,3.3,2.0
09/03/2025,Juventus,Atalanta,A,2.5,3.25,2.88
10/03/2025,Lazio,Udinese,D,1.73,3.5,5.25
14/03/2025,Genoa,Lecce,H,2.15,2.9,4.2
15/03/2025,Monza,Parma,D,3.1,3.0,2.45
15/03/2025,Udinese,Verona,A,1.73,3.5,5.0
15/03/2025,Milan,Como,H,1.8,3.6,4.5
15/03/2025,Torino,Empoli,H,1.8,3.3,5.0
16/03/2025,Venezia,Napoli,D,5.75,4.33,1.53
16/03/2025,Bologna,Lazio,H,2.4,3.1,3.25
16/03/2025,Roma,Cagliari,H,1.55,4.2,5.75
16/03/2025,Fiorentina,Juventus,H,3.4,3.2,2.25
16/03/2025,Atalanta,Inter,A,2.55,3.3,2.8
